4690,L,3.00,GEN EL,General Elective,GEOGRPY 252,4684,SSG,Glbl Environ Challenges,
4690,U,3.00,GEOG 310,Geography of the U.S. & Canada,GEOGRPY 261,4684,,Geography Canada/U.S.,
4690,U,3.00,GEOG 350,Cartography and Gis,GEOGRPY 270,4684,,Gis I: Intro to Gis/Maps,
4690,L,3.00,GEN EL,General Elective,GEOGRPY 275,4684,,Geog Concepts For Teacher,
4690,U,3.00,GEOG 300,Geographic Methods,GEOGRPY 290,4684,,Spatial Analysis,
4690,L,5.00,GEOS 100,Earth in Perspective,GEOLGY 100,4684,NSG,Principles of Geology,285
4690,L,4.00,GEOS 101,Introductory Geology,GEOLGY 101,4684,NSG,Elements of Geology,
4690,L,3.00,GEOS 102,Origin & History of the Earth,GEOLGY 204,4684,,Earth and Life History,
4690,L,1.00,GEOS 102,Origin & History of the Earth,GEOLGY 205,4684,,Historical Geology Lab,
4690,L,3.00,GEN EL,General Elective,GEOLGY 206,4684,NSG,Planetary Geology,
4690,L,4.00,GER 103,Introductory German I,GERMAN 141,4684,,Beginning German,
4690,L,4.00,GER 104,Introductory German II,GERMAN 142,4684,,Beginning German,
4690,L,4.00,GER 203,Intermediate German I,GERMAN 251,4684,,Intermediate German,
4690,L,4.00,GER 204,Intermediate German II,GERMAN 252,4684,,Intermediate German,
4690,L,3.00,GEN EL,General Elective,GERMAN 260,4684,,German Phonetics,
4690,U,3.00,GEN EL,General Elective,GERMAN 310,4684,,German Phonetics,
4690,L,3.00,GEN EL,General Elective,HISTRY 102,4684,,Intro to Amer Indian Studies,
4690,L,3.00-4.00,GEN EL,General Elective,HISTRY 105,4684,SSJ,West Civ  Anc Times to  Renais,8
4690,L,3.00,GEN EL,General Elective,HISTRY 120,4684,"DV, SSJ","Erpe & Modrn World,1815 Pres",
4690,L,3.00,HIST 101,U.S.: Origins-Reconstruction,HISTRY 124,4684,SSJ,American History to 1877,
4690,L,3.00,HIST 102,U.S.: Reconstuctn-Recent Times,HISTRY 125,4684,SSJ,American History Since 1877,
4690,L,3.00,HIST EL,History Elective,HISTRY 130,4684,SSJ,East Asian Tradition,
4690,L,3.00,HIST 251,Modernization-East Asia,HISTRY 131,4684,,East Asia Since 1800,
4690,L,3.00,GEN EL,General Elective,HISTRY 140,4684,SSJ,Intro Latin Amer History,
4690,L,3.00,HIST EL,History Elective,HISTRY 141,4684,"DV, SSJ",Modern Black Amer History,
4690,L,3.00,GEN EL,General Elective,HISTRY 150,4684,,Atlantic History,
4690,L,3.00,HIST 118,West Civ I: Antiquity to 1300,HISTRY 154,4684,,Western Civilization,
4690,L,3.00,HIST 119,West Civ II: Midl Ages to 1815,HISTRY 155,4684,SSJ,History of Modern Europe,
4690,L,3.00,HIST EL,History Elective,HISTRY 165,4684,,Hist Western Science,
4690,L,3.00,HIST EL,History Elective,HISTRY 190,4684,SSJ,N Am Environ History,
4690,U,3.00,HIST 350,Historiography and Historians,HISTRY 200,4684,,Historical Methods,
4690,L,2.00,HIST 250,Sources and Methods in History,HISTRY 201,4684,,Study History: Research,
4690,U,3.00,SS-HIST EL,Soc Sciences - History Elective,HISTRY 313,4684,SSJ,Women Amer Hist I,
4690,U,3.00,SS-HIST EL,Soc Sciences - History Elective,HISTRY 314,4684,SSJ,Women in Amer Hist 1875-Presen,
4690,U,3.00,HIST EL,History Elective,HISTRY 364,4684,,Modern Europe Women Hist,
